Latitude (degree),Longitude (degree),Ocean,Region,Marine Setting,Microplastics Measurement,Unit,Concentration Class,Sample Date
30.2,-68.43,Atlantic Ocean,,Ocean water,0.032396,pieces/m3,Medium,5/15/1994 12:00:00 AM
30.2,-68.43,Atlantic Ocean,,Ocean water,0.030604,pieces/m3,Medium,5/16/1994 12:00:00 AM
31.28,-67.12,Atlantic Ocean,,Ocean water,0.0216,pieces/m3,Medium,5/17/1994 12:00:00 AM
31.28,-67.12,Atlantic Ocean,,Ocean water,0.0027,pieces/m3,Low,5/17/1994 12:00:00 AM
33.72,-65.38,Atlantic Ocean,,Ocean water,0.045004,pieces/m3,Medium,5/23/1994 12:00:00 AM
33.72,-65.38,Atlantic Ocean,,Ocean water,0.056948,pieces/m3,Medium,5/23/1994 12:00:00 AM
35.4,-65.87,Atlantic Ocean,,Ocean water,0.079912,pieces/m3,Medium,5/24/1994 12:00:00 AM
35.4,-65.87,Atlantic Ocean,,Ocean water,0.064796,pieces/m3,Medium,5/24/1994 12:00:00 AM
36.82,-65.43,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,5/25/1994 12:00:00 AM
36.82,-65.43,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/25/1994 12:00:00 AM
41.62,-65.82,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,5/27/1994 12:00:00 AM
41.62,-65.82,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/27/1994 12:00:00 AM
43.73,-66.58,Atlantic Ocean,,Ocean water,0.00576,pieces/m3,Medium,6/5/1994 12:00:00 AM
43.73,-66.58,Atlantic Ocean,,Ocean water,0.00648,pieces/m3,Medium,6/5/1994 12:00:00 AM
40.8,-70.12,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/7/1994 12:00:00 AM
40.53,-69.33,Atlantic Ocean,,Ocean water,0.0048,pieces/m3,Low,7/7/1994 12:00:00 AM
41.22,-68.95,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/8/1994 12:00:00 AM
41.33,-68.35,Atlantic Ocean,,Ocean water,0.0027,pieces/m3,Low,7/9/1994 12:00:00 AM
41.33,-66.85,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,7/10/1994 12:00:00 AM
41.02,-65.95,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/11/1994 12:00:00 AM
41.07,-65.38,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,7/11/1994 12:00:00 AM
41.35,-64.72,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/12/1994 12:00:00 AM
41.73,-64.0,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,7/12/1994 12:00:00 AM
41.8,-63.78,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/13/1994 12:00:00 AM
41.72,-62.6,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/13/1994 12:00:00 AM
42.38,-61.08,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,7/14/1994 12:00:00 AM
44.07,-60.6,Atlantic Ocean,,Ocean water,0.056156,pieces/m3,Medium,7/17/1994 12:00:00 AM
44.12,-61.48,Atlantic Ocean,,Ocean water,0.0036,pieces/m3,Low,7/18/1994 12:00:00 AM
44.28,-66.93,Atlantic Ocean,,Ocean water,0.043244,pieces/m3,Medium,7/26/1994 12:00:00 AM
41.0,-70.88,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/6/1994 12:00:00 AM
40.67,-70.52,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/7/1994 12:00:00 AM
40.67,-70.52,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/7/1994 12:00:00 AM
40.1,-70.08,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/7/1994 12:00:00 AM
40.1,-70.08,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/7/1994 12:00:00 AM
39.35,-69.48,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/8/1994 12:00:00 AM
39.35,-69.48,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/8/1994 12:00:00 AM
39.22,-69.37,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/9/1994 12:00:00 AM
39.22,-69.37,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/9/1994 12:00:00 AM
41.03,-68.58,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,8/11/1994 12:00:00 AM
41.03,-68.58,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,8/11/1994 12:00:00 AM
43.57,-69.35,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,9/25/1994 12:00:00 AM
43.4,-68.32,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,9/25/1994 12:00:00 AM
43.43,-67.92,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,9/26/1994 12:00:00 AM
43.88,-67.37,Atlantic Ocean,,Ocean water,0.00648,pieces/m3,Medium,9/26/1994 12:00:00 AM
44.08,-67.08,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,9/27/1994 12:00:00 AM
43.75,-67.22,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,9/27/1994 12:00:00 AM
41.23,-70.9,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/14/1994 12:00:00 AM
33.38,-64.03,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,10/18/1994 12:00:00 AM
32.73,-64.33,Atlantic Ocean,,Ocean water,0.038876,pieces/m3,Medium,10/19/1994 12:00:00 AM
32.12,-64.62,Atlantic Ocean,,Ocean water,0.043196,pieces/m3,Medium,10/19/1994 12:00:00 AM
31.58,-64.77,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/20/1994 12:00:00 AM
30.53,-64.93,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,10/21/1994 12:00:00 AM
30.27,-64.9,Atlantic Ocean,,Ocean water,0.079912,pieces/m3,Medium,10/21/1994 12:00:00 AM
30.05,-64.53,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,10/22/1994 12:00:00 AM
29.95,-64.12,Atlantic Ocean,,Ocean water,0.025916,pieces/m3,Medium,10/22/1994 12:00:00 AM
29.42,-63.4,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/23/1994 12:00:00 AM
29.2,-63.08,Atlantic Ocean,,Ocean water,0.032396,pieces/m3,Medium,10/24/1994 12:00:00 AM
27.58,-62.35,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,10/25/1994 12:00:00 AM
27.27,-62.37,Atlantic Ocean,,Ocean water,0.034556,pieces/m3,Medium,10/25/1994 12:00:00 AM
26.75,-61.78,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,10/26/1994 12:00:00 AM
26.62,-61.23,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,10/26/1994 12:00:00 AM
26.53,-60.7,Atlantic Ocean,,Ocean water,0.01512,pieces/m3,Medium,10/27/1994 12:00:00 AM
25.97,-59.72,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/28/1994 12:00:00 AM
25.73,-59.17,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/28/1994 12:00:00 AM
25.02,-58.73,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/29/1994 12:00:00 AM
22.7,-58.55,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,10/30/1994 12:00:00 AM
22.07,-58.73,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/31/1994 12:00:00 AM
21.05,-58.9,Atlantic Ocean,,Ocean water,0.0072,pieces/m3,Medium,10/31/1994 12:00:00 AM
19.88,-59.07,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,10/31/1994 12:00:00 AM
18.97,-59.12,Atlantic Ocean,,Ocean water,0.014932,pieces/m3,Medium,11/1/1994 12:00:00 AM
18.48,-59.33,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,11/2/1994 12:00:00 AM
16.2,-59.47,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,11/3/1994 12:00:00 AM
15.03,-59.57,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,11/4/1994 12:00:00 AM
13.1,-60.0,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/5/1994 12:00:00 AM
12.02,-61.87,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/7/1994 12:00:00 AM
11.98,-61.38,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/6/1994 12:00:00 AM
11.9,-61.83,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/6/1994 12:00:00 AM
17.68,-64.95,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/1/1994 12:00:00 AM
17.68,-64.95,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/1/1994 12:00:00 AM
17.02,-64.78,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/1/1994 12:00:00 AM
17.02,-64.78,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,12/1/1994 12:00:00 AM
16.62,-64.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/2/1994 12:00:00 AM
16.62,-64.7,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/2/1994 12:00:00 AM
15.9,-64.55,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/2/1994 12:00:00 AM
15.9,-64.55,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/2/1994 12:00:00 AM
15.28,-64.43,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/3/1994 12:00:00 AM
15.28,-64.43,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,12/3/1994 12:00:00 AM
15.62,-64.13,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/3/1994 12:00:00 AM
14.03,-63.42,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/5/1994 12:00:00 AM
14.03,-63.42,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/5/1994 12:00:00 AM
13.47,-63.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/5/1994 12:00:00 AM
13.47,-63.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/5/1994 12:00:00 AM
12.12,-62.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/6/1994 12:00:00 AM
12.12,-62.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/6/1994 12:00:00 AM
12.18,-61.82,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/7/1994 12:00:00 AM
12.18,-61.82,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/7/1994 12:00:00 AM
12.57,-61.85,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/7/1994 12:00:00 AM
12.57,-61.85,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/7/1994 12:00:00 AM
13.02,-61.45,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/8/1994 12:00:00 AM
13.02,-61.45,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/8/1994 12:00:00 AM
13.2,-61.32,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/8/1994 12:00:00 AM
13.2,-61.32,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/8/1994 12:00:00 AM
12.42,-61.93,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/11/1994 12:00:00 AM
12.42,-61.93,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/11/1994 12:00:00 AM
12.07,-61.98,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1994 12:00:00 AM
12.07,-61.98,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1994 12:00:00 AM
12.58,-62.77,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1994 12:00:00 AM
12.58,-62.77,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1994 12:00:00 AM
13.9,-65.93,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1994 12:00:00 AM
13.9,-65.93,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1994 12:00:00 AM
14.17,-66.37,Atlantic Ocean,Caribbean Sea,Ocean water,0.005184,pieces/m3,Medium,12/18/1994 12:00:00 AM
14.17,-66.37,Atlantic Ocean,Caribbean Sea,Ocean water,0.0108,pieces/m3,Medium,12/18/1994 12:00:00 AM
16.17,-68.88,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/19/1994 12:00:00 AM
16.58,-70.03,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,12/20/1994 12:00:00 AM
16.58,-70.03,Atlantic Ocean,Caribbean Sea,Ocean water,0.02376,pieces/m3,Medium,12/20/1994 12:00:00 AM
16.98,-73.63,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/22/1994 12:00:00 AM
16.98,-73.63,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/22/1994 12:00:00 AM
17.15,-76.53,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/23/1994 12:00:00 AM
17.15,-76.53,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/23/1994 12:00:00 AM
17.13,-78.12,Atlantic Ocean,Caribbean Sea,Ocean water,0.003928,pieces/m3,Low,12/25/1994 12:00:00 AM
24.55,-80.18,Atlantic Ocean,,Ocean water,0.01512,pieces/m3,Medium,1/17/1995 12:00:00 AM
24.55,-80.18,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/17/1995 12:00:00 AM
26.18,-78.88,Atlantic Ocean,,Ocean water,0.028076,pieces/m3,Medium,1/27/1995 12:00:00 AM
26.18,-78.88,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/27/1995 12:00:00 AM
26.22,-78.2,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/28/1995 12:00:00 AM
26.22,-78.2,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/28/1995 12:00:00 AM
26.33,-78.55,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,1/29/1995 12:00:00 AM
24.1,-77.03,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,3/27/1995 12:00:00 AM
24.1,-81.2,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,3/27/1995 12:00:00 AM
25.04,-79.91,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,3/28/1995 12:00:00 AM
25.04,-79.91,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,3/28/1995 12:00:00 AM
25.75,-79.36,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/30/1995 12:00:00 AM
25.75,-79.36,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/30/1995 12:00:00 AM
25.89,-77.83,Atlantic Ocean,,Ocean water,0.00648,pieces/m3,Medium,3/30/1995 12:00:00 AM
25.89,-77.83,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,3/30/1995 12:00:00 AM
25.79,-76.42,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,4/1/1995 12:00:00 AM
25.79,-76.42,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,4/1/1995 12:00:00 AM
26.14,-78.48,Atlantic Ocean,,Ocean water,0.0216,pieces/m3,Medium,5/7/1995 12:00:00 AM
26.14,-78.48,Atlantic Ocean,,Ocean water,0.083864,pieces/m3,Medium,5/8/1995 12:00:00 AM
25.92,-77.85,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,5/8/1995 12:00:00 AM
25.92,-77.85,Atlantic Ocean,,Ocean water,0.00576,pieces/m3,Medium,5/8/1995 12:00:00 AM
25.9,-77.58,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/9/1995 12:00:00 AM
25.0,-77.58,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/9/1995 12:00:00 AM
25.42,-77.47,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/9/1995 12:00:00 AM
25.42,-77.47,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/9/1995 12:00:00 AM
25.77,-76.93,Atlantic Ocean,,Ocean water,0.0027,pieces/m3,Low,5/9/1995 12:00:00 AM
24.95,-75.43,Atlantic Ocean,,Ocean water,0.172756,pieces/m3,Medium,5/13/1995 12:00:00 AM
24.95,-75.43,Atlantic Ocean,,Ocean water,0.25662,pieces/m3,Medium,5/13/1995 12:00:00 AM
25.67,-74.8,Atlantic Ocean,,Ocean water,0.030236,pieces/m3,Medium,5/15/1995 12:00:00 AM
25.67,-74.8,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/15/1995 12:00:00 AM
26.95,-73.99,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/15/1995 12:00:00 AM
26.95,-73.99,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,5/15/1995 12:00:00 AM
26.18,-73.23,Atlantic Ocean,,Ocean water,0.011784,pieces/m3,Medium,5/15/1995 12:00:00 AM
26.18,-73.23,Atlantic Ocean,,Ocean water,0.025916,pieces/m3,Medium,5/15/1995 12:00:00 AM
26.37,-72.35,Atlantic Ocean,,Ocean water,0.01512,pieces/m3,Medium,5/16/1995 12:00:00 AM
26.37,-72.35,Atlantic Ocean,,Ocean water,0.058316,pieces/m3,Medium,5/16/1995 12:00:00 AM
27.38,-70.87,Atlantic Ocean,,Ocean water,0.243828,pieces/m3,Medium,5/17/1995 12:00:00 AM
27.38,-70.87,Atlantic Ocean,,Ocean water,0.088836,pieces/m3,Medium,5/17/1995 12:00:00 AM
27.95,-70.72,Atlantic Ocean,,Ocean water,0.023564,pieces/m3,Medium,5/18/1995 12:00:00 AM
27.95,-70.72,Atlantic Ocean,,Ocean water,0.015432,pieces/m3,Medium,5/18/1995 12:00:00 AM
28.27,-70.15,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/18/1995 12:00:00 AM
28.27,-70.15,Atlantic Ocean,,Ocean water,0.180836,pieces/m3,Medium,5/18/1995 12:00:00 AM
29.22,-68.85,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/19/1995 12:00:00 AM
29.22,-68.85,Atlantic Ocean,,Ocean water,0.043196,pieces/m3,Medium,5/19/1995 12:00:00 AM
30.55,-67.18,Atlantic Ocean,,Ocean water,0.190064,pieces/m3,Medium,5/20/1995 12:00:00 AM
30.55,-67.18,Atlantic Ocean,,Ocean water,0.32716,pieces/m3,Medium,5/20/1995 12:00:00 AM
32.77,-64.58,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/25/1995 12:00:00 AM
32.77,-64.58,Atlantic Ocean,,Ocean water,0.037836,pieces/m3,Medium,5/25/1995 12:00:00 AM
34.35,-64.57,Atlantic Ocean,,Ocean water,0.136692,pieces/m3,Medium,5/26/1995 12:00:00 AM
34.35,-64.57,Atlantic Ocean,,Ocean water,0.111612,pieces/m3,Medium,5/26/1995 12:00:00 AM
34.93,-64.6,Atlantic Ocean,,Ocean water,0.384448,pieces/m3,Medium,5/26/1995 12:00:00 AM
34.93,-64.6,Atlantic Ocean,,Ocean water,0.114196,pieces/m3,Medium,5/26/1995 12:00:00 AM
35.27,-64.68,Atlantic Ocean,,Ocean water,0.024292,pieces/m3,Medium,5/27/1995 12:00:00 AM
35.17,-64.68,Atlantic Ocean,,Ocean water,0.12316,pieces/m3,Medium,5/27/1995 12:00:00 AM
35.6,-64.67,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,5/27/1995 12:00:00 AM
35.6,-64.67,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/27/1995 12:00:00 AM
38.52,-65.8,Atlantic Ocean,,Ocean water,0.017548,pieces/m3,Medium,5/29/1995 12:00:00 AM
40.25,-66.03,Atlantic Ocean,,Ocean water,0.012344,pieces/m3,Medium,5/31/1995 12:00:00 AM
40.25,-66.03,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,5/31/1995 12:00:00 AM
40.65,-65.95,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/31/1995 12:00:00 AM
42.85,-66.22,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,6/3/1995 12:00:00 AM
42.85,-66.22,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,6/3/1995 12:00:00 AM
43.32,-65.13,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,6/3/1995 12:00:00 AM
43.32,-65.13,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,6/3/1995 12:00:00 AM
40.48,-70.6,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,6/24/1995 12:00:00 AM
40.48,-70.6,Atlantic Ocean,,Ocean water,0.036716,pieces/m3,Medium,6/24/1995 12:00:00 AM
40.25,-70.55,Atlantic Ocean,,Ocean water,0.032396,pieces/m3,Medium,6/25/1995 12:00:00 AM
40.25,-70.55,Atlantic Ocean,,Ocean water,0.025916,pieces/m3,Medium,6/25/1995 12:00:00 AM
39.92,-70.28,Atlantic Ocean,,Ocean water,0.038876,pieces/m3,Medium,6/25/1995 12:00:00 AM
39.92,-70.28,Atlantic Ocean,,Ocean water,0.0216,pieces/m3,Medium,6/25/1995 12:00:00 AM
39.66,-69.98,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,6/26/1995 12:00:00 AM
39.66,-69.98,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,6/26/1995 12:00:00 AM
39.11,-69.36,Atlantic Ocean,,Ocean water,0.0162,pieces/m3,Medium,6/26/1995 12:00:00 AM
39.11,-69.36,Atlantic Ocean,,Ocean water,0.019636,pieces/m3,Medium,6/26/1995 12:00:00 AM
38.88,-69.29,Atlantic Ocean,,Ocean water,0.0048,pieces/m3,Low,6/27/1995 12:00:00 AM
38.88,-69.29,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,6/27/1995 12:00:00 AM
41.42,-70.72,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/7/1995 12:00:00 AM
42.42,-70.5,Atlantic Ocean,Stellwagen Bank National Marine Sanctuary,Ocean water,0.0,pieces/m3,Very Low,7/8/1995 12:00:00 AM
42.32,-69.13,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,7/9/1995 12:00:00 AM
42.18,-67.57,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,7/9/1995 12:00:00 AM
42.1,-66.22,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,7/10/1995 12:00:00 AM
42.07,-65.3,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/10/1995 12:00:00 AM
41.82,-64.0,Atlantic Ocean,,Ocean water,0.01152,pieces/m3,Medium,7/11/1995 12:00:00 AM
42.32,-62.58,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,7/11/1995 12:00:00 AM
45.72,-57.73,Atlantic Ocean,,Ocean water,0.086392,pieces/m3,Medium,7/15/1995 12:00:00 AM
46.38,-56.82,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,7/16/1995 12:00:00 AM
43.97,-68.0,Atlantic Ocean,,Ocean water,0.036716,pieces/m3,Medium,7/26/1995 12:00:00 AM
44.17,-68.08,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,7/27/1995 12:00:00 AM
44.25,-68.12,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,7/27/1995 12:00:00 AM
40.98,-70.43,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,10/20/1995 12:00:00 AM
40.43,-70.05,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/20/1995 12:00:00 AM
40.43,-70.05,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/20/1995 12:00:00 AM
38.92,-69.73,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/23/1995 12:00:00 AM
38.92,-69.73,Atlantic Ocean,,Ocean water,0.014396,pieces/m3,Medium,10/23/1995 12:00:00 AM
38.6,-69.57,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,10/23/1995 12:00:00 AM
38.6,-69.57,Atlantic Ocean,,Ocean water,0.00254,pieces/m3,Low,10/23/1995 12:00:00 AM
38.2,-68.85,Atlantic Ocean,,Ocean water,0.010796,pieces/m3,Medium,10/24/1995 12:00:00 AM
38.2,-68.85,Atlantic Ocean,,Ocean water,0.064796,pieces/m3,Medium,10/24/1995 12:00:00 AM
37.67,-67.93,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,10/24/1995 12:00:00 AM
37.67,-67.93,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,10/24/1995 12:00:00 AM
37.62,-67.37,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,10/25/1995 12:00:00 AM
37.62,-67.37,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,10/25/1995 12:00:00 AM
37.25,-67.8,Atlantic Ocean,,Ocean water,0.037436,pieces/m3,Medium,10/25/1995 12:00:00 AM
37.25,-67.8,Atlantic Ocean,,Ocean water,0.076832,pieces/m3,Medium,10/25/1995 12:00:00 AM
36.17,-65.3,Atlantic Ocean,,Ocean water,0.021592,pieces/m3,Medium,10/26/1995 12:00:00 AM
36.17,-65.3,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/26/1995 12:00:00 AM
35.63,-64.77,Atlantic Ocean,,Ocean water,0.035088,pieces/m3,Medium,10/27/1995 12:00:00 AM
35.63,-64.77,Atlantic Ocean,,Ocean water,0.110376,pieces/m3,Medium,10/27/1995 12:00:00 AM
34.98,-64.22,Atlantic Ocean,,Ocean water,0.37294,pieces/m3,Medium,10/27/1995 12:00:00 AM
34.98,-64.22,Atlantic Ocean,,Ocean water,0.106028,pieces/m3,Medium,10/27/1995 12:00:00 AM
34.03,-62.88,Atlantic Ocean,,Ocean water,0.098764,pieces/m3,Medium,10/29/1995 12:00:00 AM
34.03,-62.88,Atlantic Ocean,,Ocean water,0.024692,pieces/m3,Medium,10/29/1995 12:00:00 AM
34.0,-62.45,Atlantic Ocean,,Ocean water,0.333332,pieces/m3,Medium,10/29/1995 12:00:00 AM
34.0,-62.45,Atlantic Ocean,,Ocean water,0.253088,pieces/m3,Medium,10/29/1995 12:00:00 AM
