Latitude (degree),Longitude (degree),Ocean,Region,Marine Setting,Microplastics Measurement,Unit,Concentration Class,Sample Date
20.13,-71.87,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/1/1993 12:00:00 AM
20.65,-72.73,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/2/1993 12:00:00 AM
20.93,-73.83,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/3/1993 12:00:00 AM
21.37,-74.57,Atlantic Ocean,,Ocean water,0.01512,pieces/m3,Medium,1/3/1993 12:00:00 AM
25.9,-75.43,Atlantic Ocean,,Ocean water,0.00648,pieces/m3,Medium,1/5/1993 12:00:00 AM
24.55,-76.03,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,1/5/1993 12:00:00 AM
25.67,-76.07,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,1/6/1993 12:00:00 AM
25.82,-76.98,Atlantic Ocean,,Ocean water,0.036716,pieces/m3,Medium,1/6/1993 12:00:00 AM
25.97,-77.97,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,1/7/1993 12:00:00 AM
26.27,-78.67,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/7/1993 12:00:00 AM
26.17,-79.13,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/10/1993 12:00:00 AM
26.17,-79.13,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/10/1993 12:00:00 AM
26.25,-78.57,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/10/1993 12:00:00 AM
25.85,-78.18,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/10/1993 12:00:00 AM
25.85,-78.18,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/10/1993 12:00:00 AM
25.92,-76.75,Atlantic Ocean,,Ocean water,0.030236,pieces/m3,Medium,2/11/1993 12:00:00 AM
25.92,-76.75,Atlantic Ocean,,Ocean water,0.097192,pieces/m3,Medium,2/11/1993 12:00:00 AM
26.13,-75.22,Atlantic Ocean,,Ocean water,0.060476,pieces/m3,Medium,2/12/1993 12:00:00 AM
26.13,-75.22,Atlantic Ocean,,Ocean water,0.00648,pieces/m3,Medium,2/12/1993 12:00:00 AM
24.43,-72.43,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,2/14/1993 12:00:00 AM
24.43,-72.43,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,2/14/1993 12:00:00 AM
22.9,-72.07,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,2/15/1993 12:00:00 AM
22.9,-72.07,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,2/15/1993 12:00:00 AM
21.1,-72.87,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/16/1993 12:00:00 AM
21.1,-72.87,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/16/1993 12:00:00 AM
18.75,-75.43,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,2/18/1993 12:00:00 AM
18.75,-75.43,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,2/18/1993 12:00:00 AM
15.9,-74.97,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,2/20/1993 12:00:00 AM
15.9,-74.97,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,2/20/1993 12:00:00 AM
10.53,-75.92,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,2/28/1993 12:00:00 AM
10.53,-75.92,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,2/28/1993 12:00:00 AM
11.95,-77.68,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/1/1993 12:00:00 AM
11.95,-77.68,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,3/1/1993 12:00:00 AM
12.48,-78.37,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/2/1993 12:00:00 AM
12.48,-78.37,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/2/1993 12:00:00 AM
13.92,-78.9,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/3/1993 12:00:00 AM
13.92,-78.9,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/3/1993 12:00:00 AM
15.57,-78.98,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/4/1993 12:00:00 AM
15.57,-78.98,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/4/1993 12:00:00 AM
16.1,-79.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,3/5/1993 12:00:00 AM
17.65,-80.42,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,3/6/1993 12:00:00 AM
17.65,-80.42,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/6/1993 12:00:00 AM
26.23,-79.28,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/29/1993 12:00:00 AM
26.17,-79.28,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/29/1993 12:00:00 AM
26.2,-78.47,Atlantic Ocean,,Ocean water,0.012344,pieces/m3,Medium,3/30/1993 12:00:00 AM
26.2,-78.47,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,3/30/1993 12:00:00 AM
25.98,-77.85,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/30/1993 12:00:00 AM
25.98,-77.85,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/30/1993 12:00:00 AM
25.6,-77.58,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/31/1993 12:00:00 AM
25.6,-77.58,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/31/1993 12:00:00 AM
25.38,-77.55,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,4/1/1993 12:00:00 AM
25.38,-77.55,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/1/1993 12:00:00 AM
25.65,-76.42,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,4/1/1993 12:00:00 AM
25.65,-76.42,Atlantic Ocean,,Ocean water,0.010796,pieces/m3,Medium,4/1/1993 12:00:00 AM
25.9,-76.1,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/2/1993 12:00:00 AM
25.9,-76.1,Atlantic Ocean,,Ocean water,0.003812,pieces/m3,Low,4/2/1993 12:00:00 AM
25.53,-76.12,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,4/3/1993 12:00:00 AM
25.53,-76.12,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/3/1993 12:00:00 AM
25.97,-79.73,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/22/1993 12:00:00 AM
25.97,-79.73,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,4/23/1993 12:00:00 AM
26.45,-78.7,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,5/6/1993 12:00:00 AM
26.3,-78.37,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,5/7/1993 12:00:00 AM
26.3,-78.37,Atlantic Ocean,,Ocean water,0.006172,pieces/m3,Medium,5/7/1993 12:00:00 AM
26.2,-78.25,Atlantic Ocean,,Ocean water,0.013644,pieces/m3,Medium,5/7/1993 12:00:00 AM
26.2,-78.25,Atlantic Ocean,,Ocean water,0.01728,pieces/m3,Medium,5/7/1993 12:00:00 AM
25.95,-77.65,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/8/1993 12:00:00 AM
25.95,-77.65,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/8/1993 12:00:00 AM
25.42,-76.28,Atlantic Ocean,,Ocean water,0.045356,pieces/m3,Medium,5/9/1993 12:00:00 AM
25.42,-76.28,Atlantic Ocean,,Ocean water,0.083056,pieces/m3,Medium,5/9/1993 12:00:00 AM
23.78,-75.08,Atlantic Ocean,,Ocean water,0.238356,pieces/m3,Medium,5/13/1993 12:00:00 AM
23.78,-75.08,Atlantic Ocean,,Ocean water,0.449244,pieces/m3,Medium,5/13/1993 12:00:00 AM
24.0,-74.68,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/14/1993 12:00:00 AM
24.0,-74.68,Atlantic Ocean,,Ocean water,0.00926,pieces/m3,Medium,5/14/1993 12:00:00 AM
24.17,-74.63,Atlantic Ocean,,Ocean water,0.0054,pieces/m3,Medium,5/14/1993 12:00:00 AM
24.17,-74.63,Atlantic Ocean,,Ocean water,0.071276,pieces/m3,Medium,5/14/1993 12:00:00 AM
24.75,-74.28,Atlantic Ocean,,Ocean water,0.01512,pieces/m3,Medium,5/15/1993 12:00:00 AM
24.75,-74.28,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,5/15/1993 12:00:00 AM
25.25,-73.6,Atlantic Ocean,,Ocean water,0.013976,pieces/m3,Medium,5/15/1993 12:00:00 AM
25.25,-73.6,Atlantic Ocean,,Ocean water,0.09168,pieces/m3,Medium,5/15/1993 12:00:00 AM
25.83,-72.87,Atlantic Ocean,,Ocean water,0.17838,pieces/m3,Medium,5/16/1993 12:00:00 AM
25.83,-72.87,Atlantic Ocean,,Ocean water,0.25926,pieces/m3,Medium,5/16/1993 12:00:00 AM
26.17,-72.5,Atlantic Ocean,,Ocean water,0.05942,pieces/m3,Medium,5/16/1993 12:00:00 AM
26.17,-72.5,Atlantic Ocean,,Ocean water,0.183584,pieces/m3,Medium,5/16/1993 12:00:00 AM
23.23,-72.55,Atlantic Ocean,,Ocean water,0.039292,pieces/m3,Medium,5/16/1993 12:00:00 AM
23.23,-72.55,Atlantic Ocean,,Ocean water,0.083984,pieces/m3,Medium,5/16/1993 12:00:00 AM
26.5,-72.53,Atlantic Ocean,,Ocean water,0.115268,pieces/m3,Medium,5/17/1993 12:00:00 AM
26.5,-72.53,Atlantic Ocean,,Ocean water,0.07724,pieces/m3,Medium,5/17/1993 12:00:00 AM
26.87,-71.95,Atlantic Ocean,,Ocean water,0.035112,pieces/m3,Medium,5/18/1993 12:00:00 AM
26.87,-71.95,Atlantic Ocean,,Ocean water,0.086392,pieces/m3,Medium,5/18/1993 12:00:00 AM
27.47,-71.08,Atlantic Ocean,,Ocean water,0.354212,pieces/m3,Medium,5/18/1993 12:00:00 AM
27.47,-71.08,Atlantic Ocean,,Ocean water,0.10604,pieces/m3,Medium,5/18/1993 12:00:00 AM
28.08,-70.37,Atlantic Ocean,,Ocean water,0.153348,pieces/m3,Medium,5/19/1993 12:00:00 AM
28.08,-70.37,Atlantic Ocean,,Ocean water,0.174948,pieces/m3,Medium,5/19/1993 12:00:00 AM
40.16,-69.71,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,6/23/1993 12:00:00 AM
41.3,-68.79,Atlantic Ocean,,Ocean water,0.00864,pieces/m3,Medium,6/25/1993 12:00:00 AM
41.18,-70.93,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,8/8/1993 12:00:00 AM
40.77,-70.62,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,8/8/1993 12:00:00 AM
40.43,-71.12,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/9/1993 12:00:00 AM
39.93,-71.15,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,8/9/1993 12:00:00 AM
39.4,-70.6,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/10/1993 12:00:00 AM
39.45,-70.68,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,8/10/1993 12:00:00 AM
40.98,-70.45,Atlantic Ocean,,Ocean water,0.01152,pieces/m3,Medium,8/23/1993 12:00:00 AM
40.08,-68.97,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,8/24/1993 12:00:00 AM
40.88,-69.19,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,8/25/1993 12:00:00 AM
41.4,-70.85,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/15/1993 12:00:00 AM
40.62,-71.0,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/16/1993 12:00:00 AM
40.63,-71.0,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/16/1993 12:00:00 AM
39.67,-70.42,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,10/17/1993 12:00:00 AM
39.67,-70.42,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/17/1993 12:00:00 AM
38.18,-69.3,Atlantic Ocean,,Ocean water,0.0024,pieces/m3,Low,10/18/1993 12:00:00 AM
38.18,-69.3,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/18/1993 12:00:00 AM
37.8,-67.9,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,10/19/1993 12:00:00 AM
37.8,-67.9,Atlantic Ocean,,Ocean water,0.0144,pieces/m3,Medium,10/19/1993 12:00:00 AM
36.22,-65.38,Atlantic Ocean,,Ocean water,0.039284,pieces/m3,Medium,10/21/1993 12:00:00 AM
36.22,-65.38,Atlantic Ocean,,Ocean water,0.03142,pieces/m3,Medium,10/21/1993 12:00:00 AM
34.6,-65.2,Atlantic Ocean,,Ocean water,0.097912,pieces/m3,Medium,10/22/1993 12:00:00 AM
34.6,-65.2,Atlantic Ocean,,Ocean water,0.194332,pieces/m3,Medium,10/22/1993 12:00:00 AM
32.68,-62.07,Atlantic Ocean,,Ocean water,0.057604,pieces/m3,Medium,10/23/1993 12:00:00 AM
32.68,-62.07,Atlantic Ocean,,Ocean water,0.122412,pieces/m3,Medium,10/23/1993 12:00:00 AM
30.43,-60.55,Atlantic Ocean,,Ocean water,0.061208,pieces/m3,Medium,10/25/1993 12:00:00 AM
30.43,-60.55,Atlantic Ocean,,Ocean water,0.034556,pieces/m3,Medium,10/25/1993 12:00:00 AM
27.92,-60.18,Atlantic Ocean,,Ocean water,0.084232,pieces/m3,Medium,10/26/1993 12:00:00 AM
27.92,-60.18,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,10/27/1993 12:00:00 AM
25.4,-57.82,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,10/28/1993 12:00:00 AM
25.4,-57.82,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,10/28/1993 12:00:00 AM
22.28,-58.0,Atlantic Ocean,,Ocean water,0.099352,pieces/m3,Medium,10/30/1993 12:00:00 AM
22.28,-58.0,Atlantic Ocean,,Ocean water,0.086392,pieces/m3,Medium,10/30/1993 12:00:00 AM
17.32,-59.93,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,11/2/1993 12:00:00 AM
17.32,-59.93,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,11/2/1993 12:00:00 AM
16.98,-60.0,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,11/2/1993 12:00:00 AM
16.98,-60.0,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,11/2/1993 12:00:00 AM
14.1,-60.78,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/4/1993 12:00:00 AM
14.1,-60.78,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/4/1993 12:00:00 AM
14.03,-61.08,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,11/5/1993 12:00:00 AM
14.03,-61.08,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/6/1993 12:00:00 AM
13.85,-61.07,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/9/1993 12:00:00 AM
13.85,-61.07,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/9/1993 12:00:00 AM
13.85,-61.07,Atlantic Ocean,Caribbean Sea,Ocean water,0.028076,pieces/m3,Medium,11/9/1993 12:00:00 AM
13.85,-61.07,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,11/9/1993 12:00:00 AM
17.38,-63.38,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/4/1993 12:00:00 AM
16.33,-62.88,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/5/1993 12:00:00 AM
15.98,-62.9,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/5/1993 12:00:00 AM
15.33,-62.15,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,12/6/1993 12:00:00 AM
15.33,-62.15,Atlantic Ocean,Caribbean Sea,Ocean water,0.0072,pieces/m3,Medium,12/6/1993 12:00:00 AM
13.15,-61.1,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/8/1993 12:00:00 AM
13.13,-61.12,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/8/1993 12:00:00 AM
11.8,-61.38,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/9/1993 12:00:00 AM
11.8,-61.38,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/9/1993 12:00:00 AM
12.08,-62.0,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/10/1993 12:00:00 AM
12.78,-61.72,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/14/1993 12:00:00 AM
12.78,-61.72,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/14/1993 12:00:00 AM
13.45,-61.73,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1993 12:00:00 AM
13.45,-61.73,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1993 12:00:00 AM
14.45,-62.08,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/15/1993 12:00:00 AM
14.42,-62.08,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/15/1993 12:00:00 AM
15.37,-62.1,Atlantic Ocean,Caribbean Sea,Ocean water,0.038416,pieces/m3,Medium,12/15/1993 12:00:00 AM
15.35,-62.1,Atlantic Ocean,Caribbean Sea,Ocean water,0.030236,pieces/m3,Medium,12/15/1993 12:00:00 AM
16.03,-62.37,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,12/16/1993 12:00:00 AM
16.03,-62.37,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1993 12:00:00 AM
16.38,-62.83,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1993 12:00:00 AM
16.38,-62.83,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/16/1993 12:00:00 AM
17.42,-65.3,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1993 12:00:00 AM
17.42,-65.3,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1993 12:00:00 AM
17.45,-66.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1993 12:00:00 AM
17.42,-66.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/18/1993 12:00:00 AM
17.72,-66.9,Atlantic Ocean,Caribbean Sea,Ocean water,0.003088,pieces/m3,Low,12/19/1993 12:00:00 AM
17.72,-66.9,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/19/1993 12:00:00 AM
18.47,-67.82,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/20/1993 12:00:00 AM
18.47,-67.82,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,12/20/1993 12:00:00 AM
19.98,-70.37,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,12/22/1993 12:00:00 AM
19.98,-70.37,Atlantic Ocean,,Ocean water,0.025944,pieces/m3,Medium,12/22/1993 12:00:00 AM
21.28,-72.72,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,12/29/1993 12:00:00 AM
21.28,-72.72,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,12/29/1993 12:00:00 AM
22.68,-74.55,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,12/31/1993 12:00:00 AM
24.43,-75.93,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/2/1994 12:00:00 AM
25.85,-76.47,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,1/3/1994 12:00:00 AM
27.5,-78.88,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/9/1994 12:00:00 AM
27.5,-78.88,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/9/1994 12:00:00 AM
27.35,-78.3,Atlantic Ocean,,Ocean water,0.010812,pieces/m3,Medium,2/9/1994 12:00:00 AM
27.25,-77.65,Atlantic Ocean,,Ocean water,0.034556,pieces/m3,Medium,2/10/1994 12:00:00 AM
27.45,-72.9,Atlantic Ocean,,Ocean water,0.036716,pieces/m3,Medium,2/13/1994 12:00:00 AM
22.85,-71.58,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/17/1994 12:00:00 AM
21.45,-72.63,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,2/18/1994 12:00:00 AM
18.7,-76.65,Atlantic Ocean,Caribbean Sea,Ocean water,0.077752,pieces/m3,Medium,2/22/1994 12:00:00 AM
18.72,-77.45,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,2/22/1994 12:00:00 AM
17.58,-79.45,Atlantic Ocean,Caribbean Sea,Ocean water,0.00864,pieces/m3,Medium,2/28/1994 12:00:00 AM
17.22,-81.83,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/2/1994 12:00:00 AM
16.4,-85.1,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,3/5/1994 12:00:00 AM
26.0,-79.78,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/25/1994 12:00:00 AM
26.0,-79.78,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/25/1994 12:00:00 AM
26.27,-79.03,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,3/26/1994 12:00:00 AM
26.27,-79.03,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,3/26/1994 12:00:00 AM
26.0,-75.68,Atlantic Ocean,,Ocean water,0.025916,pieces/m3,Medium,3/29/1994 12:00:00 AM
25.97,-75.73,Atlantic Ocean,,Ocean water,0.097192,pieces/m3,Medium,3/29/1994 12:00:00 AM
25.85,-73.37,Atlantic Ocean,,Ocean water,0.0108,pieces/m3,Medium,3/30/1994 12:00:00 AM
25.83,-73.38,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,3/30/1994 12:00:00 AM
25.62,-73.25,Atlantic Ocean,,Ocean water,0.008096,pieces/m3,Medium,3/31/1994 12:00:00 AM
25.6,-73.27,Atlantic Ocean,,Ocean water,0.015024,pieces/m3,Medium,3/31/1994 12:00:00 AM
24.27,-72.9,Atlantic Ocean,,Ocean water,0.01944,pieces/m3,Medium,4/2/1994 12:00:00 AM
24.23,-72.92,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,4/2/1994 12:00:00 AM
22.97,-73.2,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,4/2/1994 12:00:00 AM
22.97,-73.2,Atlantic Ocean,,Ocean water,0.00216,pieces/m3,Low,4/2/1994 12:00:00 AM
19.08,-74.93,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/6/1994 12:00:00 AM
19.0,-74.93,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/6/1994 12:00:00 AM
17.52,-76.1,Atlantic Ocean,Caribbean Sea,Ocean water,0.02376,pieces/m3,Medium,4/10/1994 12:00:00 AM
17.47,-76.1,Atlantic Ocean,Caribbean Sea,Ocean water,0.01512,pieces/m3,Medium,4/10/1994 12:00:00 AM
17.07,-76.4,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,4/11/1994 12:00:00 AM
17.03,-76.4,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,4/11/1994 12:00:00 AM
17.03,-78.2,Atlantic Ocean,Caribbean Sea,Ocean water,0.00648,pieces/m3,Medium,4/12/1994 12:00:00 AM
17.02,-78.22,Atlantic Ocean,Caribbean Sea,Ocean water,0.00216,pieces/m3,Low,4/12/1994 12:00:00 AM
16.83,-81.5,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/15/1994 12:00:00 AM
16.83,-81.52,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/15/1994 12:00:00 AM
16.97,-82.65,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/15/1994 12:00:00 AM
16.68,-83.53,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/16/1994 12:00:00 AM
16.68,-83.53,Atlantic Ocean,Caribbean Sea,Ocean water,0.00432,pieces/m3,Low,4/16/1994 12:00:00 AM
16.57,-84.95,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/17/1994 12:00:00 AM
16.57,-84.95,Atlantic Ocean,Caribbean Sea,Ocean water,0.0,pieces/m3,Very Low,4/17/1994 12:00:00 AM
26.02,-78.07,Atlantic Ocean,,Ocean water,0.00432,pieces/m3,Low,5/9/1994 12:00:00 AM
26.02,-78.07,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/9/1994 12:00:00 AM
25.62,-76.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/10/1994 12:00:00 AM
25.62,-76.98,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/10/1994 12:00:00 AM
26.15,-75.47,Atlantic Ocean,,Ocean water,0.01296,pieces/m3,Medium,5/11/1994 12:00:00 AM
26.15,-75.47,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/11/1994 12:00:00 AM
27.8,-72.38,Atlantic Ocean,,Ocean water,0.11336,pieces/m3,Medium,5/12/1994 12:00:00 AM
28.08,-72.03,Atlantic Ocean,,Ocean water,0.0144,pieces/m3,Medium,5/13/1994 12:00:00 AM
28.08,-72.03,Atlantic Ocean,,Ocean water,0.117224,pieces/m3,Medium,5/13/1994 12:00:00 AM
28.97,-70.32,Atlantic Ocean,,Ocean water,0.02376,pieces/m3,Medium,5/14/1994 12:00:00 AM
28.97,-70.32,Atlantic Ocean,,Ocean water,0.129588,pieces/m3,Medium,5/14/1994 12:00:00 AM
29.13,-68.9,Atlantic Ocean,,Ocean water,0.009388,pieces/m3,Medium,5/15/1994 12:00:00 AM
29.13,-68.9,Atlantic Ocean,,Ocean water,0.0,pieces/m3,Very Low,5/15/1994 12:00:00 AM
